Latenz(ns)
1673
100
171
180
150
141
140
150
131
130
140
151
140
130
131
130
130
130
181
401
160
160
141
130
130
160
141
130
160
161
130
130
131
140
130
130
130
140
130
131
140
421
190
150
140
150
140
141
140
140
141
140
160
151
180
150
161
140
170
131
140
140
501
130
131
140
140
141
180
130
131
140
130
130
130
150
140
141
130
130
141
140
130
130
431
131
140
140
140
141
140
140
141
150
150
131
140
130
130
130
130
130
141
150
130
141
150
130
401
140
131
140
130
140
141
130
140
131
130
140
141
130
130
140
131
130
170
141
170
411
140
130
131
170
160
291
130
131
130
140
140
141
130
130
131
140
140
140
130
140
431
140
151
150
140
130
161
140
140
141
130
140
151
130
130
140
140
130
150
141
130
130
151
410
131
140
140
131
130
140
161
140
140
130
131
140
140
131
140
140
130
130
140
130
131
400
131
160
140
181
150
140
131
180
130
131
130
130
130
131
130
130
141
140
140
130
200
421
210
140
150
170
161
130
130
150
141
150
140
131
180
170
161
150
150
151
130
381
170
130
131
140
130
131
140
140
160
131
150
130
161
130
140
131
160
130
130
160
130
140
421
130
130
140
180
130
160
140
161
140
140
161
130
160
131
130
140
171
150
140
131
400
171
170
140
151
140
130
131
170
170
141
140
180
141
130
140
140
150
140
130
131
140
381
130
130
141
200
130
161
150
130
131
130
130
140
141
140
140
131
130
140
141
130
130
431
130
141
160
130
130
140
130
210
170
130
140
160
150
140
141
130
140
141
130
130
401
140
141
130
130
130
130
140
140
131
130
150
131
130
140
150
180
130
130
131
140
140
131
400
141
160
231
130
190
321
160
331
280
161
150
150
131
160
150
181
150
211
180
170
211
190
251
400
201
150
191
160
170
151
140
150
151
130
160
431
140
141
140
150
131
130
140
140
141
130
160
161
140
130
131
150
150
151
130
140
150
411
131
140
130
150
130
150
150
161
150
191
140
140
140
181
140
200
140
160
461
170
151
130
150
181
180
130
141
140
180
151
130
130
181
230
140
140
150
150
441
161
130
130
140
140
140
111
180
140
131
130
140
140
201
160
151
420
131
130
130
141
140
140
130
131
140
130
131
130
130
130
141
160
130
161
150
411
150
150
130
210
161
130
130
130
141
140
140
141
140
140
181
130
130
130
150
150
421
130
131
200
200
141
130
130
131
150
130
140
131
170
150
141
140
130
131
130
150
161
440
161
140
140
151
130
180
131
130
130
171
130
140
160
190
170
191
130
150
131
140
391
130
130
130
131
160
130
141
150
130
131
130
140
140
140
140
160
161
130
140
141
130
411
130
130
131
150
170
141
140
140
140
140
130
130
131
140
140
131
160
130
130
141
130
140
391
130
131
130
140
141
130
130
130
131
130
150
131
140
140
131
170
140
130
130
130
140
401
140
141
140
130
141
140
140
151
130
130
140
140
160
130
141
140
130
141
130
160
131
420
141
150
140
141
130
130
140
130
130
150
141
130
140
171
130
140
131
140
130
150
171
391
140
140
140
140
140
130
141
140
140
141
140
160
181
140
140
140
230
130
141
140
130
160
410
131
130
130
161
140
130
140
141
140
140
251
130
160
161
130
150
171
130
140
461
171
140
140
181
130
130
140
271
130
161
140
150
141
140
140
161
160
140
140
130
401
160
150
130
130
140
130
131
140
150
131
140
140
131
150
130
130
131
130
130
141
470
130
130
140
131
130
140
131
130
140
140
131
120
130
131
130
130
130
131
140
140
141
130
421
140
130
141
140
130
130
130
130
130
131
130
150
131
130
140
130
131
130
130
131
130
140
171
410
141
140
130
131
140
140
130
131
140
130
141
150
140
131
140
130
181
170
140
130
401
141
160
130
140
180
140
130
130
130
140
141
140
130
151
140
170
141
130
180
141
130
391
130
130
130
140
130
130
141
140
130
131
140
140
130
161
130
180
161
140
140
151
140
401
140
160
131
140
140
131
130
130
141
130
130
140
141
140
140
131
130
130
151
140
130
401
160
131
150
140
150
130
130
130
131
130
150
131
150
130
151
150
130
140
130
140
130
391
130
141
140
130
131
150
180
141
140
140
130
131
140
150
131
140
130
131
130
140
130
141
411
140
130
130
151
130
140
151
140
130
131
130
140
130
141
150
140
151
140
150
131
130
421
150
140
141
140
130
131
130
140
130
141
130
160
131
140
130
141
130
130
140
131
110
140
131
140
130
130
131
130
130
131
130
140
140
130
140
150
131
130
130
151
420
131
130
140
131
130
130
150
130
130
130
131
130
130
131
130
160
130
211
130
150
400
131
130
130
130
131
130
140
131
160
140
161
160
140
131
130
130
140
131
130
130
131
150
431
150
200
131
130
140
141
140
140
131
130
130
150
191
160
140
130
130
140
171
140
421
130
170
130
170
130
131
140
150
171
130
130
131
140
140
130
130
130
130
141
130
140
391
130
131
140
130
130
131
140
130
141
130
130
141
140
130
130
131
140
130
131
150
130
130
391
130
130
140
140
141
130
130
151
130
150
131
140
140
140
141
160
160
131
210
160
140
411
160
150
131
160
150
141
140
140
150
131
130
130
131
130
150
131
130
130
140
211
150
441
130
131
140
140
130
130
130
130
131
130
140
131
130
130
150
130
140
130
141
140
160
401
130
131
130
140
141
130
160
151
130
130
130
161
140
130
131
140
140
130
140
140
130
431
130
130
130
180
141
140
160
131
140
130
151
140
140
131
140
130
130
131
130
150
141
420
131
130
130
141
130
140
140
140
140
150
141
130
130
131
140
140
140
170
190
131
130
451
160
190
141
170
140
151
130
130
151
130
150
131
140
130
130
141
170
140
141
130
140
461
161
130
130
130
131
150
140
131
130
130
141
140
150
130
141
160
160
141
130
160
421
130
140
150
130
141
130
130
141
130
140
130
130
140
130
181
150
130
151
130
130
131
160
391
130
130
141
150
140
130
140
150
140
131
150
140
141
130
140
141
130
130
130
131
170
421
140
150
141
210
231
140
271
290
140
161
150
160
151
150
150
141
140
401
140
140
131
130
150
141
130
140
140
130
130
140
131
130
130
131
140
160
140
131
130
140
411
130
131
130
140
131
130
130
130
140
130
140
151
140
140
131
130
140
140
140
140
130
141
400
140
130
200
130
210
151
130
130
130
131
130
160
141
170
130
141
160
130
171
140
160
401
130
141
150
130
171
130
130
160
140
170
160
150
160
161
130
140
130
171
140
411
140
140
141
130
130
131
140
160
131
150
130
130
131
130
170
161
130
130
131
140
130
411
261
130
150
150
131
130
130
151
130
170
141
130
140
140
130
130
150
131
130
130
161
420
130
130
130
131
160
150
141
140
150
141
160
110
140
140
151
421
170
130
131
140
130
130
141
130
130
131
130
140
130
160
140
140
141
150
130
141
140
411
140
130
131
130
140
130
130
130
140
151
130
150
131
150
130
130
130
140
140
141
130
130
401
130
131
130
130
131
130
140
160
130
140
130
131
140
130
131
140
130
130
131
130
130
401
130
131
160
130
141
130
130
201
130
130
160
130
140
140
131
140
140
131
160
140
161
420
161
150
130
131
130
140
150
160
140
130
131
130
140
141
130
130
140
130
140
160
131
150
441
140
140
140
220
181
160
150
141
150
150
130
150
130
140
171
150
130
131
130
130
401
160
151
130
140
131
130
130
140
131
130
130
171
130
130
131
130
130
150
160
130
130
411
140
160
130
140
151
130
130
151
140
140
130
140
140
130
161
140
140
141
130
130
161
160
411
140
130
131
130
140
130
131
130
140
131
150
130
130
130
130
130
141
140
130
131
140
130
391
180
161
140
140
131
130
130
140
131
150
140
131
130
230
131
130
130
151
130
140
411
140
141
140
140
140
131
140
130
131
140
140
151
140
150
130
141
130
130
141
140
140
431
160
131
150
140
141
130
130
140
130
130
140
141
130
130
141
160
160
131
130
130
130
401
130
130
130
130
141
130
130
251
160
221
180
150
331
200
151
150
150
131
160
421
170
160
161
130
170
151
150
200
161
140
150
161
150
130
131
130
170
151
150
421
130
130
161
160
140
131
180
130
141
140
170
151
150
150
161
130
150
181
150
150
531
130
130
150
130
131
150
150
141
130
150
131
130
130
150
140
150
150
131
130
140
411
140
131
150
130
131
130
140
140
130
130
140
131
130
160
141
130
130
140
141
130
130
141
410
141
160
130
131
130
130
131
140
130
140
141
160
140
131
130
130
131
130
130
130
141
150
441
130
140
131
130
140
131
140
130
161
130
140
130
131
130
140
141
140
130
140
130
140
411
140
130
140
140
130
131
130
130
131
130
130
140
141
130
130
151
180
130
131
140
150
411
130
131
140
130
130
130
130
150
131
130
150
151
130
140
141
150
150
130
150
130
130
141
380
141
130
220
140
170
181
150
150
140
131
140
160
131
130
140
131
130
130
130
141
390
130
170
130
131
130
130
161
160
140
141
150
150
