Latenz(ns)
1432
21330
160
141
150
160
421
140
131
130
130
171
150
150
131
170
150
151
130
150
131
130
130
140
141
140
140
151
150
401
140
140
131
130
140
151
130
130
140
130
130
130
161
200
130
141
130
130
161
140
411
130
150
151
140
140
141
150
130
130
140
140
130
141
140
140
141
160
140
141
140
140
140
411
131
190
140
131
130
130
130
131
140
140
161
150
130
141
190
150
151
150
130
141
390
131
140
130
140
150
140
140
131
130
140
131
130
310
151
150
140
171
130
130
150
161
140
130
131
130
130
141
130
130
130
130
130
140
141
130
391
130
130
141
130
140
161
140
140
171
130
130
130
141
180
140
131
140
130
131
130
140
391
130
130
130
130
140
161
130
140
151
140
140
141
140
140
140
141
130
130
131
160
150
431
140
151
170
140
131
130
170
131
130
130
141
190
160
171
150
160
151
150
160
161
400
141
150
160
141
130
140
130
130
140
140
141
140
200
131
150
150
141
130
130
141
140
421
130
130
141
130
130
140
141
180
160
141
130
130
131
130
140
141
140
140
140
141
140
431
130
130
141
150
130
131
140
150
131
140
140
150
140
140
140
141
130
170
131
130
150
431
140
141
170
150
141
160
130
131
170
140
141
130
170
140
150
180
181
130
130
130
431
131
130
150
130
130
130
130
131
130
130
141
130
150
130
141
140
140
141
130
140
141
410
131
140
130
141
160
170
141
130
130
130
131
130
130
141
140
130
130
130
150
130
131
140
391
150
150
141
140
140
131
220
140
141
140
140
131
130
130
130
141
130
130
161
130
130
431
140
181
150
150
141
140
140
131
140
140
140
141
140
130
131
130
130
131
130
140
160
381
130
130
130
130
151
130
130
141
140
150
131
140
140
150
131
140
140
131
130
150
151
400
141
130
130
141
140
140
160
140
140
140
151
140
140
141
140
130
130
130
140
130
131
150
411
140
140
131
140
130
131
130
130
140
131
130
140
141
130
140
141
140
190
130
140
130
431
140
141
130
140
140
551
140
140
150
131
130
130
141
130
140
140
130
130
130
391
160
130
130
130
151
160
160
141
140
140
141
140
150
150
140
140
130
131
140
130
151
390
131
140
140
141
130
140
130
200
160
181
140
150
130
140
160
130
131
200
150
151
421
140
140
201
170
160
151
150
140
131
160
140
151
130
190
141
150
160
161
140
421
190
140
170
160
171
130
160
140
130
150
140
141
150
130
131
240
170
130
130
140
401
130
150
150
130
141
130
130
131
130
170
141
150
140
181
150
140
131
140
140
130
411
141
230
140
131
140
220
141
140
140
131
130
140
180
140
130
170
131
160
150
141
471
130
130
140
180
140
140
130
130
160
141
130
130
141
130
140
130
130
140
140
141
180
431
130
151
180
130
151
130
150
150
160
170
160
160
100
140
421
150
131
130
240
131
150
130
131
140
140
151
130
140
140
150
140
160
131
130
140
381
130
151
140
130
131
190
130
131
150
130
151
160
160
171
160
130
151
130
170
141
410
131
130
150
141
130
130
130
131
140
140
141
140
140
171
150
130
140
141
150
140
131
130
381
180
130
131
140
140
151
140
150
131
130
140
140
141
130
130
141
130
140
181
160
170
411
191
140
150
150
140
140
130
151
140
130
131
170
130
141
140
130
130
141
130
140
391
130
131
140
150
161
150
140
141
140
140
130
140
140
150
131
130
140
141
140
140
130
380
141
150
120
130
141
130
140
141
130
130
131
140
140
140
141
140
150
131
140
140
141
150
421
140
140
141
130
140
140
131
130
130
141
130
130
131
130
130
140
141
140
140
141
140
160
431
140
131
130
140
131
130
140
161
130
130
130
131
130
140
131
140
140
140
140
150
140
411
140
130
130
160
131
130
130
131
130
140
140
140
140
140
151
160
140
141
130
160
421
130
130
150
170
141
130
130
131
140
160
141
140
160
140
141
140
140
161
130
130
131
400
191
140
170
141
160
130
151
130
140
141
150
130
130
140
170
130
131
140
140
131
130
431
130
130
141
140
160
131
140
130
150
150
140
140
131
160
150
141
130
130
131
210
431
150
130
140
130
180
130
130
140
141
130
130
141
130
130
140
131
130
140
141
130
140
431
140
141
150
130
141
140
140
150
170
140
140
130
130
150
141
140
150
161
140
190
151
390
181
140
140
261
150
151
130
130
140
140
150
130
141
140
140
151
140
140
161
140
421
130
130
141
130
130
140
130
140
130
141
130
140
161
150
150
131
140
160
140
140
150
431
140
131
130
130
140
141
130
140
141
140
130
140
130
130
130
141
140
130
131
150
160
151
410
141
140
130
141
130
130
140
131
140
130
141
140
140
151
130
140
130
140
160
160
390
131
130
130
140
141
170
201
140
150
160
140
190
171
150
140
150
130
160
160
151
150
441
140
141
150
130
130
150
130
130
131
140
130
131
130
130
130
130
140
130
151
140
401
130
160
130
130
130
141
150
130
141
160
371
130
150
151
140
130
130
130
130
150
451
131
130
160
131
160
180
141
140
140
130
151
130
130
161
150
130
151
160
170
171
380
151
150
140
131
130
140
141
140
140
110
140
130
130
160
131
150
130
131
170
150
171
230
150
411
130
130
140
140
141
130
140
151
140
150
161
160
150
140
170
150
140
130
140
160
221
441
180
140
141
140
190
151
150
130
151
140
140
141
160
150
140
130
140
130
141
571
220
161
130
150
151
140
140
130
141
140
130
131
130
140
140
130
160
181
150
401
140
140
141
140
140
140
131
130
140
151
160
140
141
150
140
141
140
130
130
131
130
411
140
130
141
310
121
140
170
141
140
130
140
131
140
150
131
140
140
151
130
140
421
130
131
160
130
141
130
150
151
160
150
161
130
130
150
161
170
150
151
150
130
131
441
140
150
140
131
140
140
131
140
140
131
130
140
130
131
140
140
141
140
140
130
140
160
441
130
211
130
150
151
130
140
131
130
150
130
141
130
170
151
140
150
141
140
421
140
140
141
140
130
161
130
130
140
140
130
130
141
140
150
151
140
140
141
140
160
221
410
131
150
170
181
140
231
160
150
151
160
140
141
160
150
191
160
210
141
430
130
140
150
171
150
140
171
180
130
151
160
170
161
140
140
131
140
160
141
400
131
130
130
131
130
130
130
130
230
141
140
140
150
140
140
180
141
130
140
141
140
431
190
140
141
130
170
141
140
130
131
130
130
140
130
160
160
141
140
130
141
140
130
161
380
141
140
130
131
150
130
130
141
150
160
131
140
160
141
160
130
151
130
130
130
421
131
140
140
130
130
140
140
131
150
130
131
130
130
130
130
160
130
131
140
140
131
390
141
140
150
181
130
150
141
130
130
140
130
130
190
131
130
140
161
140
130
141
140
150
401
140
141
130
140
140
160
130
140
141
160
140
131
130
150
131
130
130
140
141
140
391
130
140
131
130
150
161
140
140
141
140
140
150
160
190
130
130
140
140
141
140
130
381
140
141
140
140
141
130
170
131
130
130
150
141
150
130
131
130
140
131
140
140
130
431
131
140
130
130
130
140
140
131
160
130
131
130
140
141
140
140
150
141
140
160
131
431
130
150
130
130
130
130
141
140
150
141
140
140
140
130
130
130
141
140
130
131
140
130
150
410
131
150
140
141
130
150
140
201
160
211
140
130
141
160
130
130
140
130
150
411
141
140
140
130
131
140
140
141
140
140
141
140
160
160
150
130
140
131
140
140
151
430
141
110
140
130
140
140
141
140
130
181
140
160
171
420
130
140
140
151
130
140
161
140
140
140
150
160
130
130
140
150
141
140
140
151
150
381
130
130
131
140
150
130
140
130
140
141
210
140
141
150
140
151
130
140
211
130
130
171
390
131
160
140
131
130
140
130
150
130
130
131
140
140
141
140
140
131
130
140
140
441
131
130
140
140
140
170
140
141
150
140
141
140
150
141
150
140
130
150
160
140
181
200
391
130
131
130
140
141
140
140
160
151
140
130
131
130
130
131
140
140
140
141
140
411
140
140
130
150
160
171
150
140
141
140
150
211
170
160
131
140
150
141
140
180
461
140
190
140
130
130
140
140
141
140
140
131
130
150
130
140
140
130
141
130
130
391
140
141
160
140
131
150
140
141
140
160
161
160
130
130
151
140
140
141
160
130
141
410
141
130
140
141
130
140
130
130
130
140
141
180
150
211
140
150
141
130
130
141
170
441
150
140
151
140
130
131
130
130
141
140
130
130
141
150
140
131
140
140
141
130
140
411
160
131
150
130
131
130
140
140
141
140
140
141
140
140
141
140
160
140
131
140
130
421
140
140
150
130
131
130
130
141
140
140
130
141
140
140
161
140
140
131
140
170
161
400
131
170
140
131
130
130
151
140
150
140
140
130
130
131
130
140
141
130
140
141
140
401
140
150
141
130
140
140
131
160
130
151
140
160
131
130
130
141
140
140
140
141
160
421
180
151
130
130
130
141
140
130
141
140
140
131
150
140
140
151
140
140
131
130
150
411
160
141
140
130
131
130
140
130
130
140
140
141
130
140
141
130
140
140
141
140
140
141
390
151
140
190
131
140
150
141
130
140
140
140
140
190
140
140
130
131
140
130
131
440
141
130
130
161
140
130
131
130
140
130
131
130
130
131
130
130
171
130
130
151
170
421
150
150
141
140
130
141
140
130
130
131
140
140
131
140
130
131
130
130
130
131
140
431
140
140
131
130
140
131
130
130
130
150
140
130
141
130
130
181
150
130
131
140
150
130
390
141
130
140
150
160
160
130
130
130
150
141
140
130
141
140
130
130
130
130
140
131
400
141
150
150
131
140
140
161
130
140
141
170
140
141
130
130
130
131
140
140
141
130
431
140
140
131
140
130
161
130
140
130
140
140
130
141
140
130
141
120
170
130
140
130
140
141
130
140
141
140
140
140
130
140
130
131
130
130
141
160
140
141
410
131
130
200
131
130
130
141
140
130
140
151
130
140
141
150
150
131
190
140
141
390
131
140
160
141
140
130
140
131
160
140
141
140
150
131
140
140
141
130
130
150
131
411
130
140
150
130
140
140
141
130
130
131
140
140
171
130
130
140
131
130
140
141
140
411
140
140
141
130
140
141
140
140
140
141
140
130
151
140
140
141
140
140
140
141
130
140
401
130
130
130
150
141
150
130
151
140
140
141
140
140
140
151
140
150
141
130
130
131
410
151
140
140
141
140
140
140
141
140
230
130
130
130
161
140
140
141
130
130
141
430
131
140
160
141
140
140
141
140
140
140
131
130
140
151
140
130
131
160
130
141
140
421
140
140
161
140
150
141
130
130
130
131
130
150
141
130
130
130
140
140
130
141
140
140
391
140
201
140
130
141
130
140
151
170
140
141
130
130
140
141
130
130
131
130
140
151
400
131
140
130
131
140
130
130
131
130
140
131
140
140
140
150
180
140
130
130
140
131
410
130
140
140
131
130
130
131
130
130
140
151
140
130
131
130
160
141
140
140
140
130
140
381
140
150
141
150
160
131
130
130
131
140
140
150
130
140
130
131
140
140
141
150
140
141
400
141
130
130
141
140
150
140
141
150
130
141
160
130
141
